LoanAmountTerm,CreditHistory,LoanStatus,LoanAmountLog,IncomeLog,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3,Education_Graduate,Education_Not Graduate,SelfEmployed_No,SelfEmployed_Yes,PropertyArea_Rural,PropertyArea_Semiurban,PropertyArea_Urban
180.0,1.0,0,4.852030263919617,8.292047637431354,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1
360.0,1.0,1,4.90527477843843,8.430109084509125,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.820281565605037,8.27308133366583,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
360.0,1.0,1,4.787491742782046,8.391176350832751,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,1,4.382026634673881,8.084562415235304,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.007333185232471,8.780480107033297,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,4.07753744390572,7.8156105320351905,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,0,4.844187086458591,8.136810863675537,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,5.365976015021851,9.210340371976184,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,0.0,0,4.852030263919617,8.451053388911692,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
360.0,1.0,1,5.480638923341991,8.960210955576986,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
360.0,1.0,1,4.867534450455582,8.648747631156539,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
360.0,1.0,1,4.919980925828125,8.731336360533149,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.605170185988092,8.483222671845084,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
360.0,1.0,0,4.90527477843843,7.575584651557793,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.875197323201151,8.61286694148452,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,0.0,0,4.276666119016055,8.517193191416238,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.844187086458591,8.804775258867686,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,0.0,0,4.0943445622221,7.7057128238944275,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.7535901911063645,8.65277248565806,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.969813299576001,8.659039915644474,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.1647859739235145,9.058121158998672,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.852030263919617,8.740336742730447,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,5.135798437050262,8.086410275323782,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,0,4.927253685157205,8.462737005620179,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1
360.0,1.0,1,5.3471075307174685,8.980298078970817,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
480.0,1.0,1,5.062595033026967,8.467582690862903,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.298317366548036,8.764053269347762,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0
360.0,1.0,1,4.6443908991413725,8.421783006611578,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
180.0,1.0,1,3.7376696182833684,8.22040309993373,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.787491742782046,8.663369301573839,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,5.634789603169249,9.027978814382207,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.941642422609304,8.503905297089302,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.135798437050262,8.81877816903701,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
360.0,1.0,0,5.541263545158426,8.656259239539235,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.804021044733257,8.149890544402423,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1
360.0,1.0,1,4.718498871295094,8.245909264774093,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.564348191467836,8.106212902619962,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.787491742782046,9.289059126687574,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
180.0,1.0,0,4.941642422609304,8.41027590907016,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
60.0,1.0,1,5.043425116919247,9.067162602299854,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.68213122712422,8.92930284224307,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
360.0,1.0,1,4.812184355372417,8.96482339168508,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
180.0,1.0,0,4.787491742782046,9.247925132303454,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
360.0,1.0,1,4.718498871295094,9.1801903950253,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
180.0,1.0,1,4.919980925828125,8.796036315200814,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
480.0,1.0,1,4.812184355372417,8.460622839927844,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.499809670330265,8.209852481301272,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,0.0,0,5.303304908059076,8.62299361030245,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,0,4.927253685157205,8.139440521874608,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
360.0,1.0,1,4.6443908991413725,8.465899897028686,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0
180.0,1.0,1,5.631211781821365,9.186252576447092,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
360.0,0.0,0,5.2574953720277815,9.695848187757884,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
360.0,1.0,1,5.541263545158426,8.03365842788615,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0
360.0,0.0,0,4.74493212836325,8.706986763048892,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,0,4.543294782270004,8.565983355585669,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
360.0,1.0,0,5.717027701406222,9.72812174830818,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,0,4.852030263919617,8.503297086224126,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
360.0,1.0,1,5.799092654460526,9.243097936214355,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.897839799950911,8.359134886757962,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
36.0,1.0,0,5.043425116919247,8.15507488781144,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.787491742782046,8.881836305004146,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.852030263919617,8.549853973655786,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0
360.0,1.0,1,5.017279836814924,8.928242677818302,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.0106352940962555,8.715224041915372,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,0.0,1,5.075173815233827,8.723231274827508,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
360.0,1.0,0,4.90527477843843,8.136810863675537,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.499809670330265,8.397508348470257,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,3.4011973816621555,8.082402253926244,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.912654885736052,9.318835968129482,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.836281906951478,8.453187861440325,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.0106352940962555,8.48528964240323,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.499809670330265,8.268731832117737,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.74493212836325,8.432070937999402,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.332718793265369,8.891098830616636,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.382026634673881,8.390041405755754,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,6.077642243349034,9.587611745713565,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.820281565605037,8.318742252692399,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0
360.0,0.0,0,5.062595033026967,8.776321456449958,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1
360.0,1.0,1,4.718498871295094,8.461046030793236,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
180.0,1.0,1,4.356708826689592,8.097669722345216,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
360.0,1.0,1,3.9889840465642745,8.153925132007862,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,0,4.852030263919617,9.936293504261306,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.48863636973214,8.734077192559303,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
300.0,1.0,0,4.59511985013459,8.370315995555478,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
360.0,1.0,1,4.787491742782046,8.648922962094131,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.74493212836325,8.32457884513685,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.231108616854587,9.159888828480085,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.9344739331306915,8.610865667278873,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,0.0,0,4.844187086458591,8.389359819906353,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.897839799950911,8.45807992692373,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
480.0,0.0,0,4.962844630259907,8.597297435657898,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,5.147494476813453,8.651199471263972,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.700480365792417,8.642238680390461,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
360.0,1.0,1,5.298317366548036,8.835646922534773,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.90527477843843,8.448057452581375,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
480.0,1.0,0,5.017279836814924,8.928110078202646,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,0,4.727387818712341,8.504918160540624,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,0.0,0,4.532599493153256,8.46252579007393,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.653960350157523,8.439231649946526,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,1,4.882801922586371,8.517193191416238,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.564348191467836,8.13973227971767,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.941642422609304,8.779557455883728,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,0,4.852030263919617,7.600902459542082,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.90527477843843,8.59932602095476,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,0.0,0,4.6443908991413725,8.35772841676521,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,0,6.173786103901937,9.915070213779195,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.220355825078324,8.944680683558895,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
360.0,1.0,1,4.430816798843313,7.978310969867722,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.709530201312334,8.5814816812986,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,1,4.02535169073515,7.826842098158293,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
84.0,1.0,1,4.969813299576001,8.656259239539235,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
360.0,1.0,0,5.0689042022202315,8.370084326378025,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
180.0,1.0,1,4.709530201312334,8.524962928680598,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.787491742782046,8.220672170297252,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.477336814478207,8.340933226000878,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.718498871295094,8.172164452111904,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,0,5.043425116919247,9.210340371976184,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
360.0,1.0,1,4.74493212836325,8.426611813185,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.820281565605037,8.418697944667139,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
360.0,1.0,1,4.852030263919617,8.55468163582723,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
360.0,1.0,1,4.882801922586371,8.724369949208368,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.703782474656201,9.615805480084347,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
360.0,0.0,0,5.929589143389895,9.521421537856195,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
360.0,0.0,1,4.867534450455582,8.50045386741194,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.214935757608986,8.984443032465352,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
360.0,1.0,0,4.700480365792417,8.822322177471738,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.204692619390966,7.824046010856292,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.762173934797756,8.728587995695898,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.584967478670572,7.984462732262196,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.2626798770413155,7.949091499830517,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
180.0,1.0,1,6.194405391104672,11.05622495553552,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
180.0,1.0,1,5.204006687076795,9.364433907313582,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
360.0,1.0,1,4.248495242049359,9.209640126861789,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
360.0,1.0,1,5.075173815233827,8.689127655323706,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.170483995038151,8.867850063029406,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
360.0,0.0,0,4.852030263919617,7.512071245835466,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1
360.0,1.0,1,4.2626798770413155,8.333270353255308,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,5.153291594497779,8.350902451694811,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
360.0,1.0,0,3.828641396489095,7.774015077250727,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.062595033026967,8.662677858158219,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.30406509320417,8.062432791583195,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
360.0,1.0,1,4.8283137373023015,8.499640032168648,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
360.0,1.0,1,5.075173815233827,8.508555998020574,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,0.0,0,5.0238805208462765,8.817742129574842,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,4.836281906951478,8.566173813637858,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
360.0,1.0,1,5.556828061699537,9.29798488182823,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.231108616854587,9.090993614343617,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.429345628954441,9.114159813502214,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,5.730099782973574,9.466299552232016,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.553876891600541,8.465689348549121,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
360.0,0.0,0,4.653960350157523,8.612503371220562,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
360.0,1.0,1,4.867534450455582,7.982074875081202,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
180.0,1.0,1,4.7535901911063645,8.246171559857563,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,5.10594547390058,9.350102314351341,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
360.0,1.0,0,4.204692619390966,8.262300941787448,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
480.0,0.0,0,4.605170185988092,8.448057452581375,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,5.298317366548036,9.0280988119824,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
360.0,1.0,0,4.394449154672439,8.460199469896118,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.4638318050256105,9.067277989134345,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.867534450455582,8.865452825753623,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
300.0,1.0,1,4.553876891600541,8.707152175339404,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.948759890378168,8.82790796297859,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0
360.0,1.0,0,4.890349128221754,8.734881892047483,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
480.0,1.0,0,4.564348191467836,7.824046010856292,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,0.0,0,4.820281565605037,8.541690663016626,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.1647859739235145,8.752265313595721,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,0,6.345636360828596,10.126471091048971,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.007333185232471,9.665166909622071,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
360.0,1.0,1,5.043425116919247,8.553525120663627,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
300.0,1.0,1,5.940171252720432,9.752432077616172,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
180.0,0.0,0,4.709530201312334,8.526945482858915,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.700480365792417,8.348301054933943,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
180.0,1.0,1,4.787491742782046,8.655214489313613,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.867534450455582,9.52850315168155,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
360.0,1.0,1,4.867534450455582,8.368693183097793,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
480.0,1.0,0,4.2626798770413155,8.029107054619736,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.867534450455582,8.592486175451668,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
360.0,1.0,1,4.852030263919617,8.671286726753637,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.69035945432406,9.227492430793749,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.049856007249537,8.699514748210191,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.852030263919617,8.877242435993919,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
360.0,1.0,0,4.605170185988092,8.42639282708974,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
180.0,1.0,1,4.727387818712341,8.207129168071326,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.882801922586371,8.28045768658256,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
360.0,0.0,0,4.852030263919617,8.72355674269043,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.912654885736052,8.465899897028686,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.8283137373023015,8.610319169405722,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.220355825078324,9.123365357961776,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0
360.0,1.0,1,5.616771097666572,9.159468041602427,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
360.0,1.0,1,4.787491742782046,8.454892165218858,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
180.0,1.0,1,4.727387818712341,8.193676665955241,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
360.0,1.0,1,4.727387818712341,8.411832675758411,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
360.0,1.0,1,4.90527477843843,8.23217423638394,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,0.0,0,4.2626798770413155,8.064636475774222,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.553876891600541,8.410053315858335,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.6913478822291435,8.624791202014256,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,0.0,0,4.634728988229636,8.101677747454572,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
180.0,0.0,0,3.8066624897703196,7.968665700466235,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
300.0,1.0,0,4.174387269895637,7.9211727215870145,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,4.634728988229636,10.021270588192511,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,3.970291913552122,7.5822291942764615,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,0,5.267858159063328,8.914760527397261,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0
360.0,1.0,1,4.74493212836325,8.42222295382501,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.74493212836325,8.426611813185,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.189654742026425,7.70210434005105,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
